medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	author	illustrator	pages
book							9780880383462	0880383461	us	Star Frontiers: Alpha Dawn [box]	Star Frontiers: Alpha Dawn (Boxed Set)				Hardcover		Entertainment	$12.00	$10.00		4			Wizards of the Coast	08-01-1982		15-01-2007										D. Cook/ L. Schick		
book							9780394525938	0394525930	us	Star Frontiers: Volturnus, Planet of Mystery SF1 & SF2	Star Frontiers Module (SF1): Volturnus, Planet of Mystery				Paperback		Contemporary	$5.50	$23.90					TSR Hobbies	08-01-1982		15-01-2007										Mark Acres/ Tom Moldvay		
book							9780394724577	0394724577	us	Star Rangers and the Spy, No. 6	Star Rangers and the Spy, No. 6				Paperback			$1.95	$0.01					Random House Inc (P)	02-01-1984		18-01-2007										Jean Blashfield/ Beverly Charette		
book							9780345340740	0345340744	us	Star Trek: Star Fleet Technical Manual	Star Trek: Star Fleet Technical Manual				Paperback			$14.95	$0.93		4.5	This is the one, the only, the complete Star Fleet Technical Manual with everything you'll ever want to know about day-to-day life on the Enterprise. With architectural designs of the Enterprise, headquarters, detailed drawings of the weapons and equipment, official patterns for men's and women's uniforms, maps of orbit patterns and so much more, all your practical questions will finally be answered.		Ballantine Books	12-07-1986		13-01-2007										Franz Joseph		192
book							9780786943562	0786943564	us	Star Wars RPG	Star Wars Roleplaying Game: Saga Edition (Star Wars Roleplaying Game)				Hardcover		Star Wars	$39.95				Immerse yourself in the excitement of the greatest space fantasy of all time!/ / This new edition of the Star Wars Roleplaying Game encapsulates all six feature films while presenting a thorough revision of the rule, making the game easier to learn while improving the overall game experience.This new edition includes new character abilities and options, a world gazetteer, statistics for key characters from all six Star Wars films and the Expanded Universe, and guidelines on how to use Star Wars miniatures and battle maps in play.		Wizards of the Coast	22-05-2007		15-01-2007										Owen K.C. Stephens/ Rodney Thompson		288
book							9780874311181	0874311187	us	Star Wars RPG: Cracken's Rebel Field Guide	Cracken's Rebel Field Guide (Star Wars RPG)				Paperback		Star Wars		$4.99					West End Games	01-01-1991		15-01-2007										Christopher Kubasik		
book							9780874311198	0874311195	us	Star Wars RPG: Gamemaster Kit	Gamemaster Kit (Star Wars RPG)				Paperback		Ages 4-8	$12.00	$2.99					West End Games	09-01-1991		15-01-2007										Bill Smith/ Ed Stark		
book								0874311799	us	Star Wars RPG: Heir to the Empire	Heir to the Empire Sourcebook (Star Wars RPG)				Hardcover		Star Wars		$12.00					West End Games	15-01-1992		15-01-2007										Bill Slavicsek		
book							9780874312096	0874312094	us	Star Wars RPG: Rebel Alliance Sourcebook	Star Wars Rebel Alliance Sourcebook				Hardcover		Star Wars	$22.00	$2.49		3.5			West End Games, Inc.	06-01-1994		15-01-2007										Paul Murphy/ Peter Schweighofer		
book							9780874311471	0874311470	us	Star Wars RPG: Rules Companion	Star Wars Rules Companion				Paperback		Star Wars	$15.00	$3.00					West End Games	01-01-1989		15-01-2007												
book							9780874312102	0874312108	us	Star Wars RPG: Star Wars Imperial Sourcebook	Star Wars Imperial Sourcebook, 2nd Edition (Star Wars RPG)				Hardcover		Entertainment/ Movie Tie-Ins/ Fantasy/ Star Wars	$22.00	$21.99		5			West End Games	06-01-1993		15-01-2007										Greg Gorden		
book							9780874312119	0874312116	us	Star Wars RPG: The Star Wars Sourcebook	The Star Wars Sourcebook (Star Wars RPG, second edition)			second	Hardcover		Star Wars	$22.00	$7.00		5			West End Games	06-01-1994		15-01-2007										Curtis Smith		
book							9780345427656	0345427653	us	Star Wars, Episode I - The Phantom Menace	Star Wars, Episode I - The Phantom Menace				Hardcover		Movie Tie-Ins/ United States/ Contemporary/ Adventure/ Star Wars/ Novelizations/ Episode 1/ Hardcover/ Space Opera	$25.00	$0.01		4	When casting about for an author to novelize the script for The Phantom Menace--the first in a series of three prequels to the eternally popular Star Wars saga--it's no surprise that creator George Lucas called on Terry Brooks to novelize the biggest science fiction movie of all time. After all, Brooks is a perennially bestselling epic fantasy author whose Sword of Shannara is a classic adventure story, not far removed from the swashbuckling exploits of our favorite Star Wars heroes./ Brooks handles the job of modern mythmaker well. He deftly juggles a hodgepodge of characters: a young stately queen (Amidala) and her handmaidens; a pair of Jedi knights (Obi-Wan Kenobi and Qui-Gon Jinn); a bumbling amphibious sidekick (Jar Jar Binks); two Sith Lords (Darths Maul and Sidious) who add more than enough menace to the mix; a couple of familiar robots (C-3P0 and R2-D2); a teeming host of Senators, Chancellors, diplomats, warrior droids, and spies; and one young slave boy who aspires to be a Jedi knight (Anakin Skywalker). With cinematic prose, Brooks brings to life a number of epic battles, skirmishes, and dogfights in space--all the elements that we've come to expect from a rousing Star Wars installment. The Phantom Menace doesn't stray far from those expectations: there is a clear division between the good guys and the bad; good things come in small (and surprising) packages; and heroes lose battles only to emerge victorious on another day. But Phantom does illuminate in ways the other installments didn't. For the first time, we get a glimpse at the whys and wherefores behind the curtain; at times the book reads almost like a sociopolitical thriller as the emerging Federation shuffles for power with the waning democracy of the Republic. The Force is also further illuminated. Turns out it has something to do with "midi-chlorians"--microscopic life forms that live in the cells of all creatures./ The Phantom Menace is a fun read, sure to satisfy Star Wars junkies young and old. And don't forget: turn your light saber off before you enter the swamp or you'll fry your energy pack. --Tod Nelson/ 		Del Rey	21-04-1999		16-01-2007										Terry Brooks		324
book							9780061142024	0061142026	us	Stardust (P.S.)	Stardust (P.S.)				Paperback		Cartooning/ Stories/ Science Fiction, Fantasy, & Magic/ United States/ Contemporary/ Literary/ Historical/ Adventure & Thrillers/ Historical Fiction/ DC Comics/ Action & Adventure	$13.95	$7.89			Stardust is an utterly charming fairy tale in the tradition of The Princess Bride and The Neverending Story. Neil Gaiman, creator of the darkly elegant Sandman comics and author of The Day I Swapped My Dad for Two Goldfish, tells the story of young Tristran Thorn and his adventures in the land of Faerie. One fateful night, Tristran promises his beloved that he will retrieve a fallen star for her from beyond the Wall that stands between their rural English town (called, appropriately, Wall) and the Faerie realm. No one ever ventures beyond the Wall except to attend an enchanted flea market that is held every nine years (and during which, unbeknownst to him, Tristran was conceived). But Tristran bravely sets out to fetch the fallen star and thus win the hand of his love. His adventures in the magical land will keep you turning pages as fast as you can--he and the star escape evil old witches, deadly clutching trees, goblin press-gangs, and the scheming sons of the dead Lord of Stormhold. The story is by turns thrillingly scary and very funny. You'll love goofy, earnest Tristran and the talking animals, gnomes, magic trees, and other irresistible denizens of Faerie that he encounters in his travels. Stardust is a perfect read-aloud book, a brand-new fairy tale you'll want to share with a kid, or maybe hoard for yourself. (If you read it to kids, watch out for a couple of spicy sex bits and one epithet.) --Therese Littleton		Harper Perennial	29-08-2006		16-01-2007										Neil Gaiman		288
book							9781560768807	1560768800	us	Starless Night	Starless Night (Forgotten Realms:  Legacy of the Drow, Book 2)	Forgotten Realms:  Legacy of the Drow	2		Paperback		United States/ Forgotten Realms	$7.99	$0.54		4.5	Starless Night/ / I can find no answers in Mithril Hall . . . The apparent serenity of Drizzt Do'Urden, the brooding quiet, will show me nothing of the future designs of the drow. Yet, for the sake of my friends, I must know those dark intentions. And so I fear that there remains only one place for me to look . . . ./ / The Underdark. A place of brooding darkness, where no shadows exist, and where Drizzt Do'Urden does not wish to go. The noble dark elf must return there, though, must go back to find his friends in the gnome city of Blingdenstone, and on to Menzoberranzan, the city of drow. Only then can Drizzt discern what perils might reach out from that dark place to threaten his friends in Mithril Hall./ / He finds allies where he least expects them and enemies he thought long gone. His scimitars slash at monsters too evil to reside under the sunlight of the surface world, while his inner strength wrestles with the tumult of emotions assaulting the noble drow when he looks once more on his dreaded homeland. All the while Drizzt must fend off the weight of guilt he carries for a dear friend lost to him forever./ 		Wizards of the Coast	01-08-1994		19-01-2007										R. A. Salvatore		331
book								B0007DOUP6	us	The Steig album, seven complete books	The Steig album, seven complete books				Hardcover				$7.38					Duell, Sloan and Pearce	19-01-1953		19-01-2007										William Steig		318
book								B000GSC96E	us	Still Life With Woodpecker	Still Life With Woodpecker				Mass Market Paperback									Bantam Books	18-01-1990		18-01-2007										Tom Robbins		
book							9780670844876	067084487X	us	The Stinky Cheese Man and Other Fairly Stupid Tales	The Stinky Cheese Man and Other Fairly Stupid Tales				Hardcover		Anthologies/ Humorous/ Short Story Collections/ Staff Favorites/ Picture Books/ Hardcover	$17.99	$3.45		4.5	If geese had graves, Mother Goose would be rolling in hers. The Stinky Cheese Man and Other Fairly Stupid Tales retells--and wreaks havoc on--the allegories we all thought we knew by heart. In these irreverent variations on well-known themes, the ugly duckling grows up to be an ugly duck, and the princess who kisses the frog wins only a mouthful of amphibian slime. The Stinky Cheese Man deconstructs not only the tradition of the fairy tale but also the entire notion of a book. Our naughty narrator, Jack, makes a mockery of the title page, the table of contents, and even the endpaper by shuffling, scoffing, and generally paying no mind to structure. Characters slide in and out of tales; Cinderella rebuffs Rumpelstiltskin, and the Giant at the top of the beanstalk snacks on the Little Red Hen. There are no lessons to be learned or morals to take to heart--just good, sarcastic fun that smart-alecks of all ages will love.		Viking Juvenile	01-10-1992		18-01-2007										Jon Scieszka		56
book							9780766142022	0766142027	us	Story of Color	Story of Color				Paperback		Color/ Light	$31.95				1941. From ancient mysticism to modern science. The story of color is nearly the story of civilization. There is hardly a trace of primitive man dug from a cavern or tomb that does not reveal at least a hint of color. History and culture have never been without color, although much that was symbolic has been lost through the years. This book attempts to review the history of color. The chapters have been written from notes the author has gathered over the years.		Kessinger Publishing	03-02-2003		05-02-2007										Faber Birren		340
book								B0007DP1S6	us	The story of glass	The story of glass				Unknown Binding		Ceramics		$1.65					Harcourt, Brace	1953-02-11 12:00:00 -0500		2007-02-11 02:05:16 -0500										Freda Diamond		246
book							9781892597038	1892597039	us	Strangers In Paradise: Love Me Tender (Strangers in Paradise)	Strangers In Paradise: Love Me Tender (Strangers in Paradise)				Paperback		Contemporary	$12.95	$6.49		4.5	This collection presents a restless time for Francine, Kathcoo and David as they struggle with their relationships in the aftermath of the I Dream of You period. However, in their self-absorbing conflicts they fail to notice an ominous presence that rises and surrounds their lives like a deadly storm. A powerful look at the human heart caught off guard. This collection includes a five page color dream swquence by Jim Lee!		Abstract Studio	15-12-1997		19-01-2007										Terry Moore		120
book							9780486201528	048620152X	us	String Figures and How to Make Them (Master String Figures)	String Figures and How to Make Them (Master String Figures)				Paperback		Puzzles	$11.95	$0.40		5	Fullest, clearest instruction on string figures from wide variety of cultures around the world: Eskimo, Navajo, Lapp, Europe, many others. Create such imaginative figures as a cat&#x2019;s cradle, a moving spear, a bolt of lightning, pointed stars and much more. 950 illustrations./ 		Dover Publications	01-01-1962		18-01-2007										Caroline F. Jayne		407
book							9780060392451	0060392452	us	Stupid White Men ...and Other Sorry Excuses for the State of the Nation!	Stupid White Men ...and Other Sorry Excuses for the State of the Nation!				Hardcover		Business/ Political/ United States/ War & Peace/ Political Parties/ Practical Politics/ U.S./ Social Theory/ Culture/ Humor/ Business & Professional	$25.95	$0.01		3.5	Stupid White Men, Michael Moore's screed against "Thief-in-Chief" George Bush's power elite, hit No. 1 at Amazon.com within days of publication. Why? It's as fulminating and crammed with infuriating facts as any right-wing bestseller, as irreverent as The Onion, and as noisily entertaining as a wrestling smackdown. Moore offers a more interesting critique of the 2000 election than Ralph Nader's Crashing the Party (he argued with Nader, his old boss, who sacked him), and he's serious when he advocates ousting Bush. But Moore's rage is outrageous, couched in shameless gags and madcap comedy: "Old white men wielding martinis and wearing dickies have occupied our nation's capital.... Launch the SCUD missiles! Bring us the head of Antonin Scalia!... We are no longer [able] to hold free and fair elections. We need U.N. observers, U.N. troops." Moore's ideas range from on-the-money (Arafat should beat Sharon with Gandhi's nonviolent shame tactics) to over-the-top: blacks should put inflatable white dolls in their cars so racist cops will think they're chauffeurs; the ever-more-Republicanesque Democratic Party should be sued for fraud;"no contributions toward advancing our civilization ever came out of the South [except Faulkner, Hellman, and R.J. Reynolds]," because it's too hot to think straight there; Korean dictator Kim Jong-il "has got to broaden himself beyond porn and John Wayne" by watching better movies, like Dude, Where's My Car? (which contains "all you need to know about America"). Whatever your politics, Stupid White Men should make you blow your stack. --Tim Appelo		Regan Books	19-02-2002		17-01-2007										Michael Moore		304
book							9780440226437	0440226430	us	Summer Sisters	Summer Sisters				Mass Market Paperback		Contemporary/ Literary/ Friendship	$7.99	$0.01		4	Judy Blume first won legions of fans with such young adult classics as Are You There God? It's Me, Margaret and Forever, in which she tackles the cultural hot button of teenage sexuality. In Summer Sisters, her third novel for adults, the author again explores the ramifications of love--and lust--on two friends. Initially, the differences between Caitlin Somers and Victoria Leonard (or "Vix," as Caitlin christens her) draw them together: privileged Caitlin is wild and outspoken, beautiful but emotionally fragile, while working-class Vix is shy, reserved, and plain in comparison. After Caitlin selects Vix to accompany her to her father's home in Martha's Vineyard for the summer, the two become inextricably connected as "summer sisters."/ On the Vineyard, Vix and Caitlin first find love, then sex--and lots of it. Yet Blume soon moves beyond hot fun in the summer sun, tracing the romantic and familial travails of the two from pre-adolescence to adulthood. Solid Vix evolves into Victoria, an equally solid, Harvard-educated, Manhattan public-relations exec. Unpredictable Caitlin opts out of college and travels to Europe, where she has a string of short-lived affairs with a series of intriguing (in every sense of the word) foreigners. It is only after she returns to the Vineyard that Caitlin does the unthinkable, forever changing both her friendship with Vix and their lives. Blume once again proves herself a master of the female psyche, and Summer Sisters is likely to entertain both her postadolescent and more mature readers./ 		Dell	04-05-1999		18-01-2007										Judy Blume		399
book							9780879235567	087923556X	us	The Superior Person's Book of Words	The Superior Person's Book of Words				Hardcover		Humor/ English (All)/ English (British)/ Alphabet/ Vocabulary/ Usage	$15.95	$0.10		4.5			David R. Godine Publisher	06-01-1985		17-01-2007										Peter Bowler		112
book							9780849981258	0849981255	us	Surviving Fights With Your Brothers and Sisters (A Children's Book About Sibling Rivalry)	Surviving Fights With Your Brothers and Sisters (A Children's Book About Sibling Rivalry)				Library Binding			$5.95	$0.01		4			W Pub Group	01-01-1979		18-01-2007										Joy Wilt		128
book							9780875421971	0875421970	us	The Sword and the Serpent	The Sword and the Serpent (Magical Philosophy, Vol 2)	Magical Philosophy	2		Paperback		Psychology & Counseling/ Wicca/ Witchcraft/ Kabbalah/ Dreams/ Mental & Spiritual Healing/ Magic/ Occultism/ Parapsychology/ Alchemy/ Healthy Living	$69.50	$6.90					Llewellyn Pubns	04-01-1988		13-01-2007										Melita Denning/ Osborne Phillips/ Carl Wesehcke		500
book							9780764906923	0764906925	us	Taking Tea with Mackintosh: The Story of Miss Cranston's Tea Rooms	Taking Tea with Mackintosh: The Story of Miss Cranston's Tea Rooms				Hardcover		Color/ Decorative/ Pastry/ Textile Arts/ Building Types & Styles	$19.95	$8.91			In 1896, Kate Cranston, the pioneer of Glasgow tea rooms in the late nineteenth century, commissioned Charles Rennie Mackintosh&#x2014;who would become one of the Western worlds' most renowned designers&#x2014;to design her tea rooms, and over the next two decades he did so with dazzling inventiveness. (Mackintosh's wife, Margaret, herself an artist, also made important contributions to the interior designs.) Cranston and Mackintosh opened up a unique, avant-garde artistic world to thousands of ordinary people and their tea rooms became internationally famous. Taking Tea with Mackintosh illustrates their exciting collaboration with black-and-white historical photographs of the tea rooms and color photographs of their surviving components. In addition, sixteen recipes for traditional tea room cakes, breads, and pastries are supplied, offering the best chance the reader will have to revisit these extraordinary places./ By Perilla Kinchin. 112 pages, over 40 color reproductions and black-and-white historical photographs, size: 8 1//2 x 7 1//2". Casebound book, with dust jacket./ 		Pomegranate Communications	1998-02-09 12:00:00 +0000		2007-02-11 02:07:08 -0500										Perilla Kinchin		111
book							9780345384751	034538475X	us	The Tale of the Body Thief (Vampire Chronicles (Paperback))	The Tale of the Body Thief (Vampire Chronicles (Paperback))				Mass Market Paperback		Teens/ Occult/ Vampires/ United States/ Contemporary/ Historical/ Psychological & Suspense/ Inspirational/ Paperback	$7.99	$0.01		4	It's been said that Vladimir Nabokov's best novels are the ones he wrote after starting a failed novel. Anne Rice wrote The Body Thief, the fourth thrilling episode of her Vampire Chronicles, right after she spent a long time poring over that most romantic of horror novels, Mary Shelley's Frankenstein, to research a novel Rice abandoned about an artificial man. Perhaps as a result of Shelley's influence, The Body Thief is far more psychologically penetrating than its predecessors, with a laser-like focus on a single tormented soul. Oh, we meet some wild new characters, and Rice's toothsome vampire-hero Lestat zooms around the globe--as is his magical habit--from Miami to the Gobi desert, but he's in such despair that he trades his immortal body to a con man named Raglan James, who offers him in return two days of strictly mortal bliss./ Lestat has always had a faulty impulse-control valve, and it gets him in truly intriguing trouble this time. On the plus side, he gets to experience romance with a nun and orange juice--"thick like blood, but full of sweetness." But Lestat is horrified by an uncommon cold, and his toilet training proves traumatic. He's also got to catch Raglan James, who has no intention of giving up his dishonestly acquired new superpowered body. Lestat enlists the help of David Talbot, a mortal in the Talamasca, a secret society of immortal watchers described in Queen of the Damned./ The swapping of bodies and supernatural stories is choice, and there's even a moral: never give a bloodsucker an even break. --Tim Appelo/ 		Ballantine Books	01-09-1993		19-01-2007										Anne Rice		448
book							9780333359198	0333359194	us	The Tale of the Dark Crystal	The Tale of the Dark Crystal				Paperback		Literary Criticism & Collections		$0.89		4			Macmillan	31-12-1983		18-01-2007										Donna Bass		
book							9780805207194	0805207198	us	Tales of King Arthur	Tales of King Arthur				Paperback		British/ Classics/ Historical/ Arthurian Romance/ Medieval	$15.95	$1.75		2.5			Schocken	01-01-1987		17-01-2007										Thomas Malory/ Michael Senior		
book							9780316107358	0316107352	us	Tales Too Ticklish to Tell: Bloom County	Tales Too Ticklish to Tell: Bloom County				Paperback		Bloom County	$7.95	$0.01		5			Little Brown & Co (P)	09-01-1988		19-01-2007										Berke Breathed		121
book							9780140714517	0140714510	us	The Taming of the Shrew	The Taming of the Shrew				Paperback		History & Criticism/ Plays, Skits & Musicals/ Early Civilization/ Reference/ Classics/ Contemporary/ Literary/ Immunology/ Shakespeare/ Oxford School Shakespeare Series/ Paperback/ Domestic Life/ Study Guides/ Humanities/ Basic Science	$5.00	$1.41		4	"I feel that I have spent half my career with one or another Pelican Shakespeare in my back pocket. Convenience, however, is the least important aspect of the new Pelican Shakespeare series. Here is an elegant and clear text for either the study or the rehearsal room, notes where you need them and the distinguished scholarship of the general editors, Stephen Orgel and A. R. Braunmuller who understand that these are plays for performance as well as great texts for contemplation." (Patrick Stewart)/ / The distinguished Pelican Shakespeare series, which has sold more than four million copies, is now completely revised and repackaged./ / Each volume features:/ * Authoritative, reliable texts/ * High quality introductions and notes/ * New, more readable trade trim size/ * An essay on the theatrical world of Shakespeare and essays on Shakespeare's life and the selection of texts/ 		Penguin Classics	05-12-2000		17-01-2007										William  Shakespeare		160
book							9780897500487	0897500482	us	Tao of Jeet Kune Do	Tao of Jeet Kune Do				Paperback		Contemporary/ New Age	$16.95	$5.49		4.5	To watch Bruce Lee on film is an amazing experience. Those who have read Tao of Jeet Kune Do, however, know that Lee's prose can also be exhilarating. This praiseworthy and enduring bestseller (mainly written over six months when Lee was bedridden with back problems) compiles philisophical aphorisms, explanations on technique, and sketches by the master himself.		Ohara Publications	07-01-1993		13-01-2007										Bruce Lee		208
book							9780844226712	0844226718	us	Teach Yourself Jewellery Making	Teach Yourself Jewellery Making				Paperback		Jewelry	$14.95	$0.93		2.5	Covering everything from how to make attractive jewellery out of paper, to setting up a workshop, to creating exciting and ornate pieces out of wire and metal, Teach Yourself Jewellery Making is a complete course in basic jewellery techniques for beginners. Featuring a full-color format, clear, step-by-step instructions, and numerous color illustrations, this book makes it easier than ever for aspiring jewellery makers to quickly master a wide range of skills and techniques./ 		McGraw-Hill	01-11-1999		10-02-2007										Emma Gale		128
book							9780060931414	0060931418	us	Their Eyes Were Watching God	Their Eyes Were Watching God				Paperback		Literary/ Literary Theory/ 20th Century/ Classics/ Contemporary/ Historical/ United States/ British/ Psychological & Suspense/ African-American Studies/ Book Notes/ Fiction/ African American/ Performing Arts/ Literary Criticism & Collections	$13.95	$3.68		4	At the height of the Harlem Renaissance during the 1930s, Zora Neale Hurston was the preeminent black woman writer in the United States. She was a sometime-collaborator with Langston Hughes and a fierce rival of Richard Wright. Her stories appeared in major magazines, she consulted on Hollywood screenplays, and she penned four novels, an autobiography, countless essays, and two books on black mythology. Yet by the late 1950s, Hurston was living in obscurity, working as a maid in a Florida hotel. She died in 1960 in a Welfare home, was buried in an unmarked grave, and quickly faded from literary consciousness until 1975 when Alice Walker almost single-handedly revived interest in her work./ Of Hurston's fiction, Their Eyes Were Watching God is arguably the best-known and perhaps the most controversial. The novel follows the fortunes of Janie Crawford, a woman living in the black town of Eaton, Florida. Hurston sets up her characters and her locale in the first chapter, which, along with the last, acts as a framing device for the story of Janie's life. Unlike Wright and Ralph Ellison, Hurston does not write explicitly about black people in the context of a white world--a fact that earned her scathing criticism from the social realists--but she doesn't ignore the impact of black-white relations either:/ It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment./ One person the citizens of Eaton are inclined to judge is Janie Crawford, who has married three men and been tried for the murder of one of them. Janie feels no compulsion to justify herself to the town, but she does explain herself to her friend, Phoeby, with the implicit understanding that Phoeby can "tell 'em what Ah say if you wants to. Dat's just de same as me 'cause mah tongue is in mah friend's mouf."/ Hurston's use of dialect enraged other African American writers such as Wright, who accused her of pandering to white readers by giving them the black stereotypes they expected. Decades later, however, outrage has been replaced by admiration for her depictions of black life, and especially the lives of black women. In Their Eyes Were Watching God Zora Neale Hurston breathes humanity into both her men and women, and allows them to speak in their own voices. --Alix Wilber/ 		Harper Perennial Modern Classics	01-12-1998		18-01-2007										Zora Neale Hurston		240
book							9780803786820	0803786824	us	There's a Nightmare in My Closet	There's a Nightmare in My Closet				Hardcover		Bedtime & Dreaming/ Humorous/ Spine-Chilling Horror/ Fiction/ Monsters	$16.99	$1.84		4.5	Childhood fear of the dark and the resulting exercise in imaginative exaggeration are given that special Mercer Mayer treatment in this dryly humorous fantasy. -School Library Journal		Dial	01-01-1968		18-01-2007										Mercer Mayer		32
book							0050837188983	0740704540	us	Think Ifruity: A Foxtrot Collection	Think Ifruity: A Foxtrot Collection				Paperback		Parenting & Families/ FoxTrot	$10.95	$0.81		5	One of today's most popular syndicated strips, FoxTrot now appears in more than 1,000 daily and Sunday newspapers. Whether working through the daily disorders of home, school, or office, the Fox family manages to put its special spin on the rigors of the world. Setting the comic tone are mom Andy, whose heroic efforts to make tofu into the fifth food group are legend, and dad Roger, who is a human hazard on the golf course and a threat to the workings of all technologically driven devices. Filling out the cast are the younger Foxes: the eldest and football star wanna-be Peter, shopping guru Paige, and last-but never least-Jason, the family brain trust and his trusty iguana friend, Quincy. Each sports his or her own eccentricities, from Jason's Internet stock, Jasonzonbayhoo dot com, to Peter's teeth-chattering coffee addiction to Paige's harrowing adventures in baby-sitting.This is the twentieth FoxTrot book./ / 		Andrews McMeel Publishing	02-01-2000		19-01-2007										Bill Amend		128
book							9780451530035	0451530039	us	The Three Musketeers (Signet Classics)	The Three Musketeers (Signet Classics)				Paperback		Classics/ French	$6.95	$2.00			This swashbuckling tale, beloved around the world, follows the fortunes of d'Artagnan, a country boy who travels to Paris to join the Musketeers, save his Queen from scandal, and outwit the devious Cardinal Richelieu.		Signet Classics	03-01-2006		17-01-2007										Alexandre Dumas p&#x00e8;re		656
book							0046442056779	0618056777	us	Through a Window	Through a Window				Paperback		Research/ Apes & Monkeys/ Mammals/ Methodology & Statistics/ Primatology	$16.00	$4.50		5	THROUGH A WINDOW is the dramatic saga of thirty years in the life of a community, of birth and death, sex and love, power and war. It reads like a novel, but it is one of the most important scientific works ever published. The community is Gombe, on the shores of Lake Tangganyika, where the principal residents are chimpanzees and one extraordinary woman who is their student, protector, and historian. In her classic In the Shadow of Man, Jane Goodall wrote of her first ten years at Gombe. In Through a Window she brings the story up to the present, painting a much more complete and vivid portrait of our closest relative. We see the community split in two and a brutal war break out. We watch young Figan's relentless rise to power and old Mike's crushing defeat. We learn how one mother rears her children to succeed and another dooms them to failure. We witness horrifying murders, touching moments of affection, joyous births, and wrenching deaths. In short, we see every emotion known to humans stripped to its essence. In the mirror of chimpanzee life, we see ourselves reflected. Perhaps the best book ever written about animal behavior, Through a Window is also essential reading for anyone seeking a better grasp of human behavior.		Mariner Books	21-04-2000		11-01-2007										Jane Goodall		272
book							9780811827171	0811827178	us	Tiara	Tiara				Hardcover		Art History/ Fashion Design/ Jewelry	$24.95	$15.00		4	The tiara has played a glittering role in the lives of the elegant and extravagant&#x2014;from the doe-eyed Audrey Hepburn in the film classic Roman Holiday to generations of England's royal family&#x2014;representing the height of sophisticated glamour. Worn for centuries by nobility and high society, tiaras are enjoying renewed popularity among today's movie stars and modern brides. Created in conjunction with an exhibition of tiaras at the Museum of Fine Arts, Boston, this magnificent volume showcases more than 75 of the world's most exquisite tiaras adorned with everything from delicate feathers to ornately decorated, gold fleur-di-lis scrollwork set in diamonds, pearls, and sapphires. An essay by Diana Scarisbrick, curator of the exhibition, traces the tiara's history, and dozens of photographs show tiaras worn by Russian princesses, British royalty, American socialites, and many others. Taking a lighter, popular culture approach to a traditionally high fashion subject, Tiara will delight aficionados as well as those less familiar with the tiara's artistry, who will be astonished by the array of styles, shapes, and showstoppers from around the world.		Chronicle Books	15-03-2000		10-02-2007										Diana Scarisbrick		192
book							9780195002232	0195002237	us	The Tibetan Book of the Dead: Or, The After-Death Experiences on the Bardo Plane, according to Lama Kazi Dawa-Samdup's English Rendering (Galaxy Books)	The Tibetan Book of the Dead: Or, The After-Death Experiences on the Bardo Plane, according to Lama Kazi Dawa-Samdup's English Rendering (Galaxy Books)				Paperback		Tibet/ Book of the Dead (Tibetan)/ History/ Death/ Pet Loss/ Reference	$10.95	$0.89		5	1927. The after death experiences on the Bardo plane, according to Lama Kazi Dawa-Samdup's English rendering. This book is meant to teach the reader the art of living life so that death is a fulfillment and not the end. It is a book about rebirth from death; how the soul travels through life, then from one life to another, that there really is no true death. This volume give sage advice on how to learn from mistakes in previous lives and how to make one's destiny perfect.		Oxford University Press, USA	01-12-1960		13-01-2007										C. G. Jung		249
book							9780486267920	048626792X	us	Tiffany Designs Stained Glass Coloring Book (Dover Pictorial Archive Series)	Tiffany Designs Stained Glass Coloring Book (Dover Pictorial Archive Series)				Paperback		Coloring Books/ Adult Coloring Books/ Pottery & Ceramics	$5.95	$2.75		5	16 boldly outlined motifs, based on actual Tiffany designs, include lovely pastoral landscapes, lush florals, birds, a ship in full sail and other attractive images. Original subjects reproduced in full color on covers. Hang finished designs in windows or near light source to provide a lovely decorative accent./ 		Dover Publications	1991-08-01 12:00:00 +0000		2007-02-11 01:29:09 -0500										A. G. Smith		32
book							9780810938878	0810938871	us	Tiffany's 20th Century	Tiffany's 20th Century				Hardcover		Decorative/ Retailing/ Jewelry/ Social History/ Folk Art	$60.00	$13.11		4			Harry N. Abrams	01-09-1997		10-02-2007										John Loring		240
book							9780453031325	0453031323	us	Tim Burton's Nightmare Before Christmas: A Pop-Up Book	Tim Burton's Nightmare Before Christmas: A Pop-Up Book				Hardcover		Fiction	$14.98	$24.95		5			Mouse Works	10-01-1993		13-01-2007										Tim Burton		
book							9781562827748	156282774X	us	Tim Burton's Nightmare Before Christmas: The Film, the Art, the Vision	Tim Burton's Nightmare Before Christmas: The Film, the Art, the Vision				Hardcover		Books/ Film/ Popular Culture/ Christmas/ Biographies/ Contemporary/ Performing Arts/ Media Studies	$24.95	$5.00		4.5			Disney Editions	31-10-1993		13-01-2007										Frank Thompson/ Tim Burton		192
