medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	director	stars	features	mpaarating	theatricalDate	minutes
movie							0013023229693	B0007Z0O54	us	Samurai Champloo - Volume 3	Samurai Champloo - Volume 3				DVD			$29.98	$19.65		4.5	Mugen, Jin, and Fuu careen through time and cultures like pool balls on a wild carom as Shinchiro Watanabe's Samurai Champloo continues. In the accompanying notes, writer Dai Sato comments that he and Watanabe "like counterculture and rebellious music." No wonder Mugen stumbles onto an anti-government cabal of medieval warrior-priests--and shares a Jimi Hendrix song with them. In the darker episode 11, taciturn Jin falls for a woman who has been sold into prostitution to pay her husband's gambling debts. Mugen and Jin finally realize that they're getting no closer to finding the mysterious "samurai who smells of sunflowers," so they take advantage of a lull to read Fuu's diary. Her blunt comments about their looks, demeanor, and behavior don't please her prying companions, but they add a dose of humor to an episode comprised of flashbacks. (Rated 16 and older: violence, profanity, brief nudity, sexual situations, alcohol and tobacco use) --Charles Solomon		Geneon Entertainment	31-05-2005		15-10-2005										Shinichir&#x00f4; Watanabe		Animated/ Color/ Dolby			
movie							0013023229792	B0008191Y2	us	Samurai Champloo - Volume 4	Samurai Champloo - Volume 4				DVD			$29.98	$19.67		4.5	As Shinichiro Watanabe's freewheeling adventure continues, the pasts of the three main characters begin to come into focus. As an outlaw and a native of Ryukuu, Mugen is doubly an outsider in mainstream Japanese society. Watanabe plays his childhood flashbacks against an Okinawan folk song to stress the character's alienation. Angry students of the dojo where Jin once studied dog his path, and additional flashbacks hint at the significance sunflowers hold for Fuu. Episode 15 epitomizes the seamless blend of stylized violence and rambunctious comedy that make Samurai Champloo so popular. On a visit to the local red-light district, Mugen finds his match--and a possible love interest--in a policewoman posing as a prostitute. She lures him into beating the sashimi out of a gang of counterfeiters with promises of exotic pleasures, then realizes they're already having a great time. (Rated 16 and older: violence, profanity, brief nudity, sexual situations, alcohol and tobacco use) --Charles Solomon		Geneon Entertainment	26-07-2005		15-10-2005										Shinichir&#x00f4; Watanabe		Animated/ Color/ Widescreen/ Dolby		11-01-2005	100
movie							0013023229891	B0009PVZZK	us	Samurai Champloo - Volume 5	Samurai Champloo - Volume 5				DVD			$29.98	$20.42		4.5	The outrageous comedy-adventure Samurai Champloo reaches new heights of absurdity in episode 18, a showcase for creator Shinichiro Watanabe's interest in hip-hop culture. While Mugen belatedly learns to read in a smackdown elementary school, Jin tries to settle the rivalry between two brothers who inherited the dojo of a former sensei. The two seemingly unrelated storylines collide in a hilarious, no-holds-barred anachronistic graffiti contest that features Tokugawa-era rap lyrics, gang signs, ink-brush tagging, Hiroshima homeboys, and a designer-connoisseur who's a caricature of Andy Warhol. Only Watanabe could pull off these anachronistic high jinks so effortlessly. In the darker episode 19, Jin and Mugen learn a bit more about the mysterious "samurai who smells of sunflowers," the curious skull-shaped charm he left behind, and why Fuu is so determined to find him. The mismatched trio also encounters a group of hidden Christians, who were persecuted by the Shoguns, in part for their links to gunrunners. (Rated 16 and older: violence, profanity, brief nudity, sexual situations, alcohol and tobacco use) --Charles Solomon		Geneon Entertainment	27-09-2005		15-10-2005										Shinichir&#x00f4; Watanabe		Animated/ Color/ Widescreen/ Dolby	NR	15-10-2005	100
movie							0631595032024	B00008V2UL	us	Samurai Deeper Kyo - Demon Awakens (Episodes 1-5)	Samurai Deeper Kyo - Demon Awakens (Episodes 1-5)				DVD		All/ Samurai Deeper Kyo/ Anime Works	$29.95	$5.99		4.5	At the epic battle of Sekigahara, two samurai face off outside of history. During the heated duel between Kyoshiro and Demon Eyes Kyo, a shooting star slams into the plains, shattering the ground and engulfing both of them. Years later kyoshiro wanders the land with no knoledge of his past.Hidden deep inside his mind waits the soul of his old opponent, the merciless samurai Kyo.		Anime Works	24-06-2003		30-07-2006												Animated/ Color/ NTSC/ 1.78:1	NR		125
movie							0031398841920	B0000A1HPU		Saturday Night Live - The Best of Will Ferrell					DVD		Television	$14.98			3.74	The latest in the line of Saturday Night Live's great character players (including Dan Aykroyd and Phil Hartman), Will Ferrell showcases his fearlessness in this 72-minute collection. Whether exposing skin or taking a pause beyond the normal limits, Ferrell induces hard laughs like with the cowbell rocker in the first sketch. The selection includes Ferrell's spot-on impressions of Cub announcer Harry Caray, game-show icon Alex Trebek, President Bush, and Inside the Actor's Studio host James Lipton. As with other SNL Best of... retrospectives, there are short snippets to go along with the full-length sketches that include excellent selections of Ferrell's returning characters Craig the Cheerleader and the swinging Culp brothers. A must for fans, and the DVD includes an intriguing audition footage in which Ferrell leaps from character and character. --Doug Thomas		Lionsgate	12-08-2003		20-02-2005										Various	Will Ferrell	Color	NR	11-10-1975	
movie							0031398163046	B0002I84F8		Saturday Night Live - The Best of Will Ferrell - Volume 2					DVD		Television	$14.98			3	There is no drop-off in laughs from the first to second volume of Will Ferrell's work on Saturday Night Live. Giggle along with his recurring characters, including James Lipton (interviewing Kate Hudson as a wonderfully ditzy Drew Barrymore), a wickedly clever George W. Bush, and one-half of the smarmy Lovers couple. This volume spotlights Ferrell's ability to go successfully over-the-top whether as an overbearing boss (check out how long he keeps stabbing a doomed coworker), a strict airplane pilot, an absent-minded doctor, or the world's oldest baby. There's plenty of unabashed (near) nudity and risky violence, which keeps the SNL tradition of "Not Ready for Prime Time"; check out what longtime hosts of the morning talk show resort to when the much-needed teleprompter fails. All that plus "Janet Reno's Dance Party" (with guest Rudy Giuliani) makes this the perfect pick-up for those who could not get enough of Ferrell with volume 1. --Doug Thomas		Lionsgate	07-09-2004		20-02-2005											Will Ferrell	Color/ Closed-captioned	NR		
movie							0097363385141	B00018U9G6		School of Rock (Widescreen Edition)					DVD		Feature Film-comedy	$14.99	$11.88					Paramount Home Video	02-03-2004		20-02-2005										Richard Linklater	Jack Black/ Mike White/ Joan Cusack	Color/ Closed-captioned/ Widescreen/ DTS Surround Sound	PG-13	03-10-2003	
movie							0025192041228	0783229364		The Secret of My Success					DVD		Feature Film-comedy	$14.98	$12.49		4.42	Derivative fluff from 1987, made tolerable by its bawdy exuberance and an appealing performance by Michael J. Fox, who was still enjoying TV stardom and the career momentum he earned by traveling Back to the Future. Here he plays a Kansas farm boy who dreams of scoring big in New York City, but reality turns out to be brutal to his ambition. When his uncle (Richard Jordan) gives him a mail-room job in the high-rise headquarters of a major corporation, Fox occupies an empty office and poses as a young executive, winning the attention of a lovely young colleague (Helen Slater) and having an affair with his boss's wife (Margaret Whitton). Sporadically amusing as a yuppie comedy and rather off-putting as a wannabe sex farce, the movie's still recommendable for its lively cast and a breezy style that almost succeeds in updating the conventions of vintage screwball comedy. Whitton is a standout performer here, so you may wonder why her comedic talent has been underrated, apart from a good role in the first two Major League movies. This may be little more than a big-screen sitcom, but it's not without its charms. --Jeff Shannon 		Universal Studios	04-03-2003		20-02-2005										Herbert Ross	Michael J. Fox/ Helen Slater	Color/ Closed-captioned/ Dolby/ Widescreen	PG-13	10-04-1987	
movie							0043396040625	0767837991	us	Shakes the Clown	Shakes the Clown				DVD		Black Comedy/ Robin Williams	$24.95	$15.99		4.5			Columbia Tri-Star	04-04-2000		15-10-2005										Bob Goldthwait	Bob Goldthwait	Color/ Closed-captioned/ Dolby/ Widescreen/ 1.85:1	R	13-03-1992	87
movie							0786936214932	B00005JLRQ		Shanghai Knights					DVD		Feature Film-action//Adventure	$14.99	$13.49		3.63			Buena Vista Home Vid	25-01-2005		20-02-2005										David Dobkin	Jackie Chan/ Owen Wilson/ Fann Wong	Color/ Closed-captioned/ Widescreen/ Dolby	PG-13	07-02-2003	
movie							0717951010605	B00003CXJ1		Shanghai Noon					DVD		Feature Film-action//Adventure	$14.99	$14.99		4.21			Walt Disney Home Video	25-01-2005		20-02-2005										Tom Dey	Jackie Chan/ Owen Wilson/ Lucy Liu	Color/ Widescreen/ Dolby	PG-13	26-05-2000	
movie							0014381006124	B0000UJDLM	us	Short Circuit	Short Circuit				DVD		Fish Out of Water/ Accidental Heroes/ Comedy/ Unlikely Heroes	$9.99	$2.99		4	John Badham's family-oriented adventure comedy, though obviously hatched in the wake of E.T. and Star Wars, manages to create its own identity through a sweet tone and an affectionate sense of fun. Military robot Number 5, a well-armed killing machine, is zapped by lightning during a test and emerges with a consciousness, curiosity, a wacky sense of humor, and a new peace-loving philosophy. Ally Sheedy (who debuted in Badham's hit WarGames) is the animal lover whose home is sanctuary for a zoo-full of strays and who adopts the adolescent robot. Steve Guttenberg is the goofy but reclusive robotics designer who goes off in search of his creation to save him from the gun-happy army. The mix of gentle slapstick and innocent romance makes for a harmless family comedy. It veers toward the terminally cute, what with 5's hyperactive antics and E.T.-ish voice, and the mangled grammar of Guttenberg's East Indian sidekick (Fisher Stevens) threatens to become offensive, but Badham's breezy direction keeps the film on track. Sheedy and Guttenberg deliver spirited and engaging performances, but most importantly the robot emerges as a real person. Give credit to designer Syd Mead, an army of puppeteers and robotics operators, and the cartoony voice of Tim Blaney: Number 5 is alive. --Sean Axmaker		Image Entertainment	23-03-2004		07-07-2005										John Badham	Ally Sheedy/ Steve Guttenberg	Color/ Widescreen	PG	09-05-1986	
movie							0085391231127	6305161992	us	Showdown in Little Tokyo	Showdown in Little Tokyo				DVD		Crime/ Thrillers/ Police & Detective Films/ Drugs/ Odd Couples/ Race Relations/ Action & Adventure/ Martial Arts/ Dolph Lundgren/ 4-for-3 Action & Adventure/ 4-for-3 All DVDs	$9.98	$2.67		3.5	Showdown in Little Tokyo is a 1991 martial arts action-comedy that, in pitting Dolph Lundgren and Brandon Lee as L.A. cops against Japanese drug dealers, plays like a B-movie Tango and Cash or Lethal Weapon 2 (both released just two years before). Between career highs in Rocky IV (1985) and Universal Soldier (1992), Lundgren looked as if he might make it big at the box office, and clearly wanting to be the new Schwarzenegger he is here directed by Mark L Lester, who had earlier helmed Ah-nold's Commando (1985). In the event both actor and director headed for straight-to-video territory, while Lee (Bruce's son) went on to The Crow. The 75-minute running time suggests the studio lost confidence and seriously cut the movie though, as the space between the action is filled with nothing but cringe-inducing dialogue, thriller clich&#x00e9;s, and Lundgren "romancing" Tia Carrere, it still makes sense. Basing its title on John Carpenter's 1986 fantasy-comedy Big Trouble in Little China and anticipating Rush Hour (1998), Showdown in Little Tokyo alternates between crude tongue-in-cheek moments and action so ludicrous it's unintentionally hilarious . A camp disaster that simply defies belief, this is so-bad-it's-good entertainment. --Gary S. Dalkin		Warner Home Video	10-11-1998		30-07-2006										Mark L. Lester	Dolph Lundgren/ Brandon Lee/ Cary-Hiroyuki Tagawa/ Tia Carrere/ Toshir&#x00f4; Obata/ Philip Tan/ Rodney Kageyama/ Ernie Lively/ Renee Griffin/ Reid Asato/ Takayo Fischer/ Simon Rhee/ Vernee Watson-Johnson/ Lenny Imamura/ Roger Yuan/ Susan E. Cox/ Rick Cramer/ Keith Boldroff/ Gerald Okamura/ R. David Smith	Closed-captioned/ Color/ Full Screen/ NTSC/ 1.33:1	R	23-08-1991	78
movie							0786936291568	B00005JNTX	us	Sin City	Sin City				DVD		Film Noir/ Del Toro, Benicio/ Dimension Films/ Neo-Noir/ Bruce Willis	$29.99	$4.98		4	Brutal and breathtaking, Sin City is Robert Rodriguez's stunningly realized vision of Frank Miller's pulpy comic books. In the first of three separate but loosely related stories, Marv (Mickey Rourke in heavy makeup) tries to track down the killers of a woman who ended up dead in his bed. In the second story, Dwight's (Clive Owen) attempt to defend a woman from a brutal abuser goes horribly wrong, and threatens to destroy the uneasy truce among the police, the mob, and the women of Old Town. Finally, an aging cop on his last day on the job (Bruce Willis) rescues a young girl from a kidnapper, but is himself thrown in jail. Years later, he has a chance to save her again./ / Read our interview with Frank Miller./ Based on three of Miller's immensely popular and immensely gritty books (The Hard Goodbye, The Big Fat Kill, and That Yellow Bastard), Sin City is unquestionably the most faithful comic-book-based movie ever made. Each shot looks like a panel from its source material, and director Rodriguez (who refers to it as a "translation" rather than an adaptation) resigned from the Directors Guild so that Miller could share a directing credit. Like the books, it's almost entirely in stark black and white with some occasional bursts of color (a woman's red lips, a villain's yellow face). The backgrounds are entirely digitally generated, yet not self-consciously so, and perfectly capture Miller's gritty cityscape. And though most of Miller's copious nudity is absent, the violence is unrelentingly present. That may be the biggest obstacle to viewers who aren't already fans of the books and who may have been turned off by Kill Bill (whose director, Quentin Tarantino, helmed one scene of Sin City). In addition, it's a bleak, desperate world in which the heroes are killers, corruption rules, and the women are almost all prostitutes or strippers. But Miller's stories are riveting, and the huge cast--which also includes Jessica Alba, Jaime King, Brittany Murphy, Rosario Dawson, Benicio Del Toro, Elijah Wood, Nick Stahl, Michael Clarke Duncan, Devin Aoki, Carla Gugino, and Josh Hartnett--is just about perfect. (Only Bruce Willis and Michael Madsen, while very well-suited to their roles, seem hard to separate from their established screen personas.) In what Rodriguez hopes is the first of a series, Sin City is a spectacular achievement. --David Horiuchi/ More Sin City at Amazon.com/ / The Graphic Novels and Books/ / Films by Robert Rodriguez/ / From Graphic Novel to Big Screen/ / The Soundtrack/ / Films by guest director Quentin Tarantino/ / Crime on DVD/ / 		Dimension	16-08-2005		30-07-2006											Robert Rodriguez/ Frank Miller (II)	AC-3/ Closed-captioned/ Color/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 1.85:1	R	01-04-2005	126
movie							0097363434146	B0006IIPIK	us	Sky Captain and the World of Tomorrow	Sky Captain and the World of Tomorrow (Widescreen Special Collector's Edition)			Special Collector's	DVD		Crime/ Sci-Fi Action/ Special Editions/ Action & Adventure	$14.98	$2.50		3.5	While setting a milestone in the progress of digital filmmaking, Sky Captain and the World of Tomorrow resurrects a nostalgic fantasy world derived from a wide variety of vintage inspirations. It's a dazzling dream for anyone who appreciates the look and feel of golden-age sci-fi pulp magazines, drawing its unique, all-digital design from such diverse sources as Howard Hawks adventures, Fritz Lang's Metropolis, Buck Rogers, Blackhawk comics, The Third Man, cliffhanger serials, and the action-packed Indiana Jones franchise. Writer-director Kerry Conran's feature debut is also guaranteed to inspire digital dreamers everywhere, suggesting a paradigm shift in the way CGI-dominated movies are made. It's a giddy adventure for the young and young-at-heart, in which ace pilot "Sky Captain" Joe Sullivan (Jude Law) and intrepid reporter Polly Perkins (Gwyneth Paltrow) must save the world from a mad scientist whose vision of the future has tragic implications for all humankind. Angelina Jolie drops in for a glorified cameo, but it's the ultra-fortunate neophyte Conran who's the star here. His clever riff on The Wizard of Oz is a marvel to behold, and the method of its creation is nothing less than revolutionary. --Jeff Shannon		Paramount	25-01-2005		30-07-2006										Kerry Conran	Gwyneth Paltrow/ Jude Law/ Giovanni Ribisi/ Michael Gambon/ Ling Bai/ Omid Djalili/ Laurence Olivier/ Angelina Jolie/ Trevor Baxter/ Julian Curry/ Peter Law/ Jon Rumney/ Khan Bonfils/ Samta Gyatso/ Louis Hilyer/ Mark Wells (II)/ James Cash (II)/ Tenzin Bhagen/ Thupten Tsondru/ Matthew Grant (III)	Color/ Subtitled/ Widescreen/ Dolby/ NTSC	PG	17-09-2004	106
movie							5024571700409	B00005OCU1	us	The Slim Shady Show	The Slim Shady Show				DVD				$6.84								30-07-2006												PAL	Unrated	11-10-2001	
movie							0043396062535	B00003CXS4		Snatch (Special Edition)					DVD	2	Feature Film-comedy	$27.95	$14.95		4.49			Columbia Tri-Star	03-07-2001		20-02-2005										Guy Ritchie	Jason Statham/ Brad Pitt	Color/ Closed-captioned/ Widescreen/ Dolby	R	19-01-2001	
movie							0026359927324	B00003CXOP	us	The Sopranos - Season 1	The Sopranos - The Complete First Season				DVD	4	Television/ The Sopranos	$99.98	$34.00		4.5	The Sopranos, writer-producer-director David Chase's extraordinary television series, is nominally an urban gangster drama, but its true impact strikes closer to home: Like 1999's other screen touchstone, American Beauty, the HBO series chronicles a dysfunctional, suburban American family in bold relief. And for protagonist Tony Soprano, there's the added complexity posed by heading twin families, his collegial mob clan and his own, nouveau riche brood./ The series' brilliant first season is built around what Tony learns when, whipsawed between those two worlds, he finds himself plunged into depression and seeks psychotherapy--a gesture at odds with his midlevel capo's machismo, yet instantly recognizable as a modern emotional test. With analysis built into the very spine of the show's elaborate episodic structure, creator Chase and his formidable corps of directors, writers, and actors weave an unpredictable series of parallel and intersecting plot arcs that twist from tragedy to farce to social realism. While creating for a smaller screen, they enjoy a far larger canvas than a single movie would afford, and the results, like the very best episodic television, attain a richness and scope far closer to a novel than movies normally get./ Unlike Francis Coppola's operatic dramatization of Mario Puzo's Godfather epic, The Sopranos sustains a poignant, even mundane intimacy in its focus on Tony, brought to vivid life by James Gandolfini's mercurial performance. Alternately seductive, exasperated, fearful, and murderous, Gandolfini is utterly convincing even when executing brutal shifts between domestic comedy and dramatic violence. Both he and the superb team of Italian-American actors recruited as his loyal (and, sometimes, not-so-loyal) henchmen and their various "associates" make this mob as credible as the evocative Bronx and New Jersey locations where the episodes were filmed./ The first season's other life force is Livia Soprano, Tony's monstrous, meddlesome mother. As Livia, the late Nancy Marchand eclipses her long career of patrician performances to create an indelibly earthy, calculating matriarch who shakes up both families; Livia also serves as foil and rival to Tony's loyal, usually level-headed wife, Carmela (Edie Falco). Lorraine Bracco makes Tony's therapist, Dr. Melfi, a convincing confidante, by turns "professional," perceptive, and sexy; the duo's therapeutic relationship is also depicted with uncommon accuracy. Such grace notes only enrich what's not merely an aesthetic high point for commercial television, but an absorbing film masterwork that deepens with subsequent screenings. --Sam Sutherland/ 		Warner Home Video	12-12-2000		15-10-2005											James Gandolfini	Color/ Closed-captioned/ Box set/ Dolby	NR	15-10-1999	680
movie							0026359924729	B00005NOHO	us	The Sopranos - Season 2	The Sopranos - The Complete Second Season				DVD	4	Television/ The Sopranos	$99.98	$33.00		5	In its second season, The Sopranos sustains the edgy intelligence and unpredictable, genre-warping narrative momentum that made this modern mob saga the most critically acclaimed series of the late 1990s. Creator-producer David Chase repeatedly defies formula to let the narrative turn as a direct consequence of the characters' behavior, letting everyone in this rogue's gallery of Mafiosi, friends, and family evolve and deepen./ That gamble is most apparent in the rupture of the relationship that formed the spine of the first season, the tangled ties between capo Tony Soprano (James Gandolfini) and monstrous matriarch Livia (Nancy Marchand), whose betrayal makes Tony's estrangement a logical response. Filling that vacuum, however, is prodigal sister Janice (Aida Turturro), whose New Age flakiness never successfully conceals her underlying calculation and opportunism. Soprano's relationship with therapist Jennifer Melfi (Lorraine Bracco) also frays during early episodes, as she struggles with escalating doubts about her mobbed-up patient. At home, Tony contends with wife Carmela's ruthless ambitions on behalf of college-bound Meadow, as well as son Anthony Jr.'s sullen adolescent flirtation with existentialism--the sort of touch that the show handles with a smart mix of sympathy and amusement./ Without spoiling the surprise of the season's climactic last episode, it's worth noting that only on The Sopranos could we expect a scene that sets up a mob hit with a perversely funny touch of magic realism--a talking fish, lying on a fishmonger's iced display, speaking with the voice of the victim. It's a touch at once morbid and goofy, and consistent with the show's undimmed brilliance. --Sam Sutherland/ 		Warner Home Video	06-11-2001		15-10-2005											Sopranos/ James Gandolfini	Color/ Closed-captioned/ Widescreen/ Box set/ 1.66:1	NR	15-10-2000	780
movie							0026359923425	B000067S1G	us	The Sopranos - Season 3	The Sopranos - The Complete Third Season				DVD	4	Television/ The Sopranos	$99.98	$35.00		4.5	"So," Tony Soprano asks analyst Dr. Melfi in the wake of not-so-dearly-departed Livia's death, "we're probably done here, right?" Sorry, Tone, not by a long shot. Unresolved mother issues are the least of the Family man's troubles in the brutal and controversial third season of The Sopranos. Ranked by TV Guide among the top five greatest series ever, The Sopranos justified its eleven-month hiatus with some of its best, and most hotly debated, episodes that continue the saga of the New Jersey mob boss juggling the pressures of his often intersecting personal and professional lives. The third season garnered 22 Emmy nominations, earning Lead Actor and Actress honors for James Gandolfini and Edie Falco for their now-signature roles as Tony and his increasingly conflicted wife, Carmela./ The Sopranos continued to upend convention and defy audience expectations with a deliberately paced, calm-before-the-storm season opener that revolves around the FBI's attempts to bug the Soprano household, and a season finale that (for some) frustratingly leaves several plot lines unresolved. The second episode, "Proshai, Livushka," confronts the death of the venerable Nancy Marchand, who capped her career with perhaps her greatest role as malignant matriarch Livia. A jarring scene between Tony and Livia that uses pre-existing footage is a distraction, but Carmela's unsparing smackdown of Livia at the wake redeems the episode. "Employee of the Month," in which Dr. Melfi is raped and considers whether to exact revenge by telling Tony of her attack, earned Emmys for its writers, and is perhaps Emmy nominee Lorraine Bracco's finest hour. The darkly comic "Pine Barrens"--another memorable episode, directed by Steve Buscemi--strands Paulie (Tony Sirico) and Christopher (Michael Imperioli) in the forest with a runaway corpse. Other story arcs concern the rise of the seriously unstable Ralph Cifaretto (Joe Pantoliano) and Tony's affair with "full-blown loop-de-loo" Gloria (Emmy nominee Annabella Sciorra). Plus, there is Tony's estrangement from daughter Meadow (Jamie Lynn Sigler), his wayward delinquent son Anthony, Jr. (Robert Iler), Carmela's crisis of conscience, bad seed Jackie Jr., and the FBI--which, as the season ends, assigns an undercover agent to befriend an unwitting figure in the Soprano family's orbit. Stay tuned for season four. --Donald Liebenson/ 		Warner Home Video	27-08-2002		15-10-2005											James Gandolfini	Color/ Closed-captioned/ Widescreen/ Box set/ 1.66:1	NR	15-10-2002	780
movie							0026359908125	B00008PW1F	us	The Sopranos - Season 4	The Sopranos - The Complete Fourth Season				DVD	4	Television/ The Sopranos	$99.98	$29.98		4	Carmela to Tony: "Everything comes to an end." True enough, Mrs. Sope, but on The Sopranos, the end comes sooner for some than others. Though for some the widely debated fourth season contained too much yakking instead of whacking, and an emphasis on domestic family over business Family, what critic James Agee once said of the Marx Brothers applies to The Sopranos: "The worst thing they might ever make would be better worth seeing than most other things I can think of." And in most respects, The Sopranos remains television's gold standard. The fourth season garnered 13 Emmy nominations, and subsequent best actor and actress wins for James Gandolfini and Edie Falco as Tony and Carmela, whose estrangement provides the season with its most powerful drama, as well as a win for Joe Pantoliano's psychopath Ralph. The season finale, "Whitecaps," was a long-time-coming episode, in which Carmela at last stands up to "toxic" Tony, and "Whoever Did This" was the season's--and one of the series'--most shocking episodes./ Other narrative threads include Christopher's (Emmy nominee Michael Imperioli) descent into heroin addiction, Uncle Junior's (Dominic Chianese) trial, an unrequited and potentially fatal attraction between Carmela and Tony's driver Furio, and a rude joke about Johnny Sack's wife that has potentially fatal implications. Other indelible moments include Christopher's girlfriend Adriana's projectile reaction to discovering that her new best friend is an undercover FBI agent in the episode "No Show," Janice giving Ralph a shove out of their relationship in "Christopher," and the classic "Quasimodo//Nostradamus" exchange in the season-opener, which garnered HBO's highest ratings to date. Freed from the understandably high expectations for the fourth season, heightened by the 16-month hiatus, these episodes can be better appreciated on their own considerable merits. They are pivotal chapters in television's most novel saga. --Donald Liebenson/ 		Warner Home Video	28-10-2003		15-10-2005											James Gandolfini	Color/ Closed-captioned/ Widescreen/ Box set/ Dolby/ 1.77:1	NR	15-10-2003	800
movie							0026359230028	B0007YMVWO	us	The Sopranos - Season 5	The Sopranos - The Complete Fifth Season				DVD	4	Television/ The Sopranos/ Audio & Video	$99.98	$39.99		4.5	His separation hasn't been working out. His nephew's fiance has become a distraction. His paroled cousin is giving off bad vibes. His business rival is looking for payback. His therapist isn't buying into the "other Tony." It's enough to send any mob boss over the edge. Hell hath no fury like The Sopranos./ / Episodes:/ 1 - Two Tony's/ Rat Pack/ Where's Johnny?/ / Seasons 1-4 Recap/ 2 - All Happy Families/ Irregular Around the Margins/ Sentimental Education/ In Camelot/ 3 - Marco Polo/ Unidentified Black Males/ Cold Cuts/ 4 - The Test Dream/ Long Term Parking/ / System Requirements:/ Running Time 780 Min&#x2028;&#x2028;Format: DVD MOVIE/ 		HBO Home Video	07-06-2005		16-01-2007											James Gandolfini	Box set/ Closed-captioned/ Color/ NTSC	NR	10-01-1999	780
movie							0026359330124	B000BO7DWI	us	The Sopranos - Season 6, Part 1	The Sopranos - Season 6, Part 1				DVD	4	The Sopranos	$99.98	$46.50		3.5	Several crises threaten Tony and his crew; for starters, rival boss Johnny Sack (Vince Curatola) is in prison, and the always-tense relations between the New Jersey and New York families are strained through the unpredictable behavior of Sack?s surrogates. Then there are the inevitable power struggles that ensue when certain family members are eliminated, by natural and other causes./ DVD Features:&#x2028;3D Animated Menus&#x2028;Audio Commentary&#x2028;Episodic Previews&#x2028;Episodic Recaps&#x2028;Featurette/ 		HBO Home Video	07-11-2006		16-01-2007										Various	James Gandolfini	AC-3/ Closed-captioned/ Color/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC	NR	10-01-1999	
movie							0027616810021	0792844890		Spaceballs					DVD		Feature Film-comedy	$14.95	$11.75		4.37			Mgm//Ua Studios	14-08-2001		20-02-2005										Mel Brooks	Mel Brooks/ Rick Moranis/ John Candy	Closed-captioned	PG	24-06-1987	
movie							0085391688525	6305162042		Spies Like Us					DVD		Feature Film-comedy	$12.97	$10.49		3.98			Warner Studios	08-02-2005		20-02-2005										John Landis	Chevy Chase/ Dan Aykroyd	Color/ Closed-captioned/ Dolby	PG	06-12-1985	
movie							0758445112221	B0002J58EW	us	Spinning Boris	Spinning Boris				DVD		Satire	$26.99	$5.48		4	Jeff Goldblum, Anthony LaPaglia and Liev Schreiber star as a trio of elite American political consultants who were hired by a group of Russian businessmen to manage Russian President Boris Yeltsin's election campaign in 1996. These consultants secretly orchestrate one of the most spectacular political comebacks of the twentieth century - Yeltsin's successful re-election.		Showtime Entertainme	28-09-2004		07-07-2005										Roger Spottiswoode		Color/ Closed-captioned	R		113
movie							0786936213843	B00005JLEU		Spirited Away					DVD	2		$29.99	$30.00		4.6			Walt Disney Home Video	15-04-2003		20-02-2005										Hayao Miyazaki	Miyu Irino	Animated/ Color/ Closed-captioned/ Widescreen/ Dolby	PG	01-01-2001	
movie							0043396065413	B00005Q799	us	St. Elmo's Fire	St. Elmo's Fire				DVD		Love Triangle/ Unrequited Love	$14.94	$6.65		4	A collective vanity piece for the so-called Brat Pack of the 1980s, this coming-of-age movie--written and directed by Joel Schumacher (A Time to Kill)--is a largely unbelievable ensemble piece about college grads having trouble getting a lift-off into adulthood. As in John Hughes's Breakfast Club--which has a lot of casting overlap with this film--each actor plays a rather narrow type with problems common to his or her classification. Some (as with Rob Lowe's seemingly doomstruck character) are more absurd than others. But absurdity isn't the issue in this movie; a general sense of indulgence is. Schumacher not only presumes an undeserved mystique about this cast, but he also exploits it and comes up empty. --Tom Keogh		Sony Pictures	20-11-2001		30-07-2006										Joel Schumacher	Emilio Estevez/ Rob Lowe/ Andrew McCarthy/ Demi Moore/ Judd Nelson/ Ally Sheedy/ Mare Winningham/ Martin Balsam/ Andie MacDowell/ Joyce Van Patten/ Jenny Wright/ Blake Clark/ Jon Cutler/ Matthew Laurance/ Gina Hecht/ Anna Maria Horsford/ Patrick Winningham/ Andy Scott/ Christian Iraberen/ Daniele Iraberen	Anamorphic/ Closed-captioned/ Color/ Dolby/ Dubbed/ Full Screen/ Subtitled/ Widescreen/ NTSC/ 2.35:1	R	28-06-1985	110
movie							0012236604921	6305594252		Stargate (Special Edition)					DVD		Science Fiction	$29.98	$16.95		3.88			Artisan Entertainment	08-11-1999		20-02-2005										Roland Emmerich	Kurt Russell/ James Spader	Color/ Closed-captioned/ Widescreen/ Dolby	PG-13	28-10-1994	
